四日市,三重県,159,276,136.4563,34.9849,Yokkaichi,Mie Prefecture
大山田,三重県,156,282,136.2835,34.7662,Oyamada,Mie Prefecture
嬉野,三重県,158,287,136.3692,34.547,Ureshino,Mie Prefecture
宮川,三重県,157,292,136.3293,34.358,Miyagawa,Mie Prefecture
尾鷲,三重県,154,299,136.1689,34.0637,Owase,Mie Prefecture
度会,三重県,162,292,136.5866,34.3532,Watarai,Mie Prefecture
志摩,三重県,167,294,136.8216,34.2544,Shima,Mie Prefecture
松阪,三重県,160,287,136.5033,34.5424,Matsusaka,Mie Prefecture
紀宝,三重県,150,306,135.9969,33.7644,Kiho,Mie Prefecture
芸濃,三重県,159,280,136.4245,34.8224,Geino,Mie Prefecture
久御山,京都府,145,278,135.7461,34.8983,Kumiyama,Kyoto
亀岡,京都府,140,275,135.4846,35.0469,Kameoka,Kyoto
京都,京都府,145,276,135.7304,35.0094,Kyoto,Kyoto
伊根,京都府,135,258,135.2496,35.7101,Ine,Kyoto
福知山,京都府,132,268,135.1334,35.313,Fukuchiyama,Kyoto
網野,京都府,130,259,135.0268,35.6814,Amino,Kyoto
美山,京都府,141,269,135.5508,35.2685,Miyama,Kyoto
野田川,京都府,132,263,135.1243,35.5243,Nodagawa,Kyoto
三原,兵庫県,126,293,134.7941,34.2937,Mihara,Hyogo prefecture
上郡,兵庫県,116,278,134.3284,34.8995,Kamigori,Hyogo prefecture
出石,兵庫県,127,265,134.8621,35.4574,Izushi,Hyogo prefecture
加古川,兵庫県,126,280,134.8078,34.8164,Kakogawa,Hyogo prefecture
加美,兵庫県,128,273,134.9036,35.101,Kami,Hyogo prefecture
南光,兵庫県,118,274,134.4234,35.0671,Nanko,Hyogo prefecture
夢前,兵庫県,123,275,134.6701,35.0322,Yumesaki,Hyogo prefecture
山東,兵庫県,128,269,134.9071,35.2925,Shandong,Hyogo prefecture
新宮,兵庫県,120,277,134.5423,34.9313,Shingu,Hyogo prefecture
村岡,兵庫県,121,264,134.5953,35.4697,Muraoka,Hyogo prefecture
東条,兵庫県,131,278,135.0844,34.9082,Tojo,Hyogo prefecture
波賀,兵庫県,120,270,134.5237,35.2193,Haga,Hyogo prefecture
相生,兵庫県,119,281,134.4792,34.7935,Aioi,Hyogo prefecture
篠山,兵庫県,135,274,135.2811,35.0708,Sasayama,Hyogo prefecture
香住,兵庫県,123,261,134.6566,35.6208,Kasumi,Hyogo prefecture
すさみ,和歌山県,141,311,135.5454,33.5559,Susami,Wakayama Prefecture
上富田,和歌山県,139,308,135.4396,33.6894,Kamitonda,Wakayama Prefecture
印南,和歌山県,134,305,135.2172,33.8248,Inami,Wakayama Prefecture
和歌山,和歌山県,131,293,135.0714,34.2868,Wakayama,Wakayama Prefecture
大塔,和歌山県,142,308,135.5953,33.6948,Great tower,Wakayama Prefecture
広川,和歌山県,134,301,135.2122,33.9804,Hirokawa,Wakayama Prefecture
花園,和歌山県,141,297,135.5369,34.1373,Flower garden,Wakayama Prefecture
那智勝浦,和歌山県,147,310,135.8619,33.6072,Nachikatsuura,Wakayama Prefecture
那賀,和歌山県,139,292,135.4483,34.3228,Naga,Wakayama Prefecture
野上,和歌山県,136,297,135.3244,34.1314,Nogami,Wakayama Prefecture
交野,大阪府,144,282,135.7052,34.763,Katano,Osaka
大阪,大阪府,140,283,135.5199,34.7159,Osaka,Osaka
太子,大阪府,143,287,135.6608,34.5248,Prince,Osaka
此花,大阪府,138,284,135.3896,34.6628,Konohana,Osaka
田尻,大阪府,135,291,135.2836,34.3977,Tajiri,Osaka
十津川東,奈良県,147,301,135.8574,33.9692,Totsukawa East,Nara Prefecture
十津川西,奈良県,143,301,135.6489,33.9666,Totsukawa west,Nara Prefecture
天理,奈良県,147,286,135.8541,34.5843,Tenri,Nara Prefecture
山添,奈良県,151,285,136.0512,34.6413,Yamazoe,Nara Prefecture
川上,奈良県,150,293,136.0022,34.2925,Kawakami,Nara Prefecture
東吉野,奈良県,151,290,136.0294,34.4237,Higashiyoshino,Nara Prefecture
