伊万里,佐賀県,26,318,129.8798,33.2656,Imari,Saga Prefecture
富士,佐賀県,33,315,130.2329,33.4098,Fuji,Saga Prefecture
東脊振,佐賀県,36,316,130.4046,33.3654,Higashisefuri,Saga Prefecture
白石,佐賀県,30,320,130.1046,33.1806,Shiraishi,Saga Prefecture
鎮西,佐賀県,26,312,129.8877,33.508,Chinzei,Saga Prefecture
三重,大分県,60,325,131.5881,32.987,Triple,Oita Prefecture
九重,大分県,53,318,131.2118,33.2844,Kokonoe,Oita Prefecture
佐伯,大分県,66,327,131.8695,32.9278,Saiki,Oita Prefecture
宇目東,大分県,62,329,131.6786,32.8486,Ume Higashi,Oita Prefecture
宇目西,大分県,59,329,131.5357,32.8392,Umenishi,Oita Prefecture
安岐,大分県,62,313,131.6856,33.4736,Aki,Oita Prefecture
山国,大分県,49,315,131.0326,33.4122,Mountain country,Oita Prefecture
山香,大分県,57,314,131.4429,33.4581,Yamaga,Oita Prefecture
庄内,大分県,55,322,131.3473,33.1306,Shonai,Oita Prefecture
竹田,大分県,56,326,131.3984,32.9726,Takeda,Oita Prefecture
野津原,大分県,59,321,131.542,33.1525,Notsuharu,Oita Prefecture
五ヶ瀬,宮崎県,53,333,131.2257,32.6536,Gokase,Miyazaki prefecture
佐土原,宮崎県,58,349,131.47,32.0208,Sadowara,Miyazaki prefecture
北川,宮崎県,62,332,131.6829,32.6972,Kitagawa,Miyazaki prefecture
南郷,宮崎県,54,341,131.2668,32.347,Nango,Miyazaki prefecture
国富,宮崎県,54,349,131.29,32.0215,national wealth,Miyazaki prefecture
川南,宮崎県,59,344,131.5309,32.2132,Kawaminami,Miyazaki prefecture
延岡,宮崎県,62,337,131.6958,32.506,Nobeoka,Miyazaki prefecture
日南,宮崎県,55,360,131.351,31.5649,Nichinan,Miyazaki prefecture
日向,宮崎県,60,340,131.5893,32.3654,Hinata,Miyazaki prefecture
東郷,宮崎県,58,341,131.4643,32.3607,Togo,Miyazaki prefecture
椎葉,宮崎県,50,338,131.1043,32.4754,Shiiba,Miyazaki prefecture
西米良,宮崎県,52,345,131.1946,32.1987,Nishimera,Miyazaki prefecture
諸塚,宮崎県,55,337,131.3349,32.5181,Morotsuka,Miyazaki prefecture
都城北,宮崎県,47,353,130.9454,31.8643,Miyakonojo Kita,Miyazaki prefecture
都城南,宮崎県,50,356,131.0791,31.7301,Miyakojo Minami,Miyazaki prefecture
須木,宮崎県,50,348,131.0618,32.0421,Suki,Miyazaki prefecture
三角,熊本県,39,334,130.5584,32.6234,triangle,Kumamoto Prefecture
上,熊本県,46,344,130.9096,32.2209,Up,Kumamoto Prefecture
人吉,熊本県,43,344,130.7371,32.2054,Hitoyoshi,Kumamoto Prefecture
小国,熊本県,50,322,131.0629,33.122,Small country,Kumamoto Prefecture
新和,熊本県,32,342,130.1811,32.3151,Shinwa,Kumamoto Prefecture
水俣,熊本県,35,345,130.3647,32.1704,Minamata,Kumamoto Prefecture
泉,熊本県,46,337,130.9046,32.4901,Izumi,Kumamoto Prefecture
波野,熊本県,53,326,131.2207,32.9553,Namino,Kumamoto Prefecture
玉名,熊本県,39,325,130.5608,32.9873,Tamana,Kumamoto Prefecture
白水,熊本県,50,330,131.101,32.8114,White water,Kumamoto Prefecture
益城,熊本県,45,330,130.8199,32.7967,Mashiki,Kumamoto Prefecture
矢部,熊本県,49,333,131.0251,32.6501,Yabe,Kumamoto Prefecture
芦北,熊本県,40,342,130.5777,32.2918,Ashikita,Kumamoto Prefecture
菊池,熊本県,45,325,130.8301,32.9984,Kikuchi,Kumamoto Prefecture
豊野,熊本県,43,334,130.7521,32.6345,Toyono,Kumamoto Prefecture
阿蘇,熊本県,49,326,131.0199,32.9514,Aso,Kumamoto Prefecture
鹿北,熊本県,42,322,130.6949,33.1089,Kakita,Kumamoto Prefecture
北九州,福岡県,48,303,130.9798,33.8849,Kitakyushu,Fukuoka Prefecture
嘉穂,福岡県,43,311,130.7451,33.5512,Kaho,Fukuoka Prefecture
大刀洗,福岡県,41,316,130.6354,33.3678,Tachiarai,Fukuoka Prefecture
宇美,福岡県,39,311,130.5499,33.5608,Umi,Fukuoka Prefecture
小石原,福岡県,45,313,130.8285,33.4654,Koishiwara,Fukuoka Prefecture
浮羽,福岡県,45,318,130.817,33.2891,Ukiha,Fukuoka Prefecture
