井波,富山県,170,237,136.9584,36.5736,Inami,Toyama Prefecture
八尾,富山県,174,237,137.1595,36.5711,Yao,Toyama Prefecture
利賀,富山県,171,240,137.0392,36.4406,Toga,Toyama Prefecture
大門,富山県,171,234,137.0378,36.7142,Daimon,Toyama Prefecture
富山,富山県,176,233,137.2627,36.7294,Toyama,Toyama Prefecture
氷見,富山県,169,230,136.9276,36.8866,Himi,Toyama Prefecture
魚津,富山県,180,232,137.4689,36.7914,Uozu,Toyama Prefecture
上九一色,山梨県,203,263,138.6045,35.5323,Kamikuishiki,Yamanashi Prefecture
増穂,山梨県,200,262,138.449,35.5623,Masuho,Yamanashi Prefecture
大月,山梨県,211,260,138.9777,35.6247,Otsuki,Yamanashi Prefecture
早川,山梨県,198,265,138.3325,35.4327,Hayakawa,Yamanashi Prefecture
早川北,山梨県,197,263,138.3087,35.5351,Hayakawa Kita,Yamanashi Prefecture
甲府2,山梨県,202,258,138.5653,35.7421,Kofu 2,Yamanashi Prefecture
西野原,山梨県,206,259,138.734,35.6895,Nishinohara,Yamanashi Prefecture
身延,山梨県,199,267,138.4203,35.3509,Minobu,Yamanashi Prefecture
都留南,山梨県,210,263,138.9675,35.5115,Tsuru South,Yamanashi Prefecture
上宝,岐阜県,181,245,137.5174,36.2493,Kamitakara,Gifu Prefecture
上石津,岐阜県,160,269,136.4732,35.2953,Kamiishizu,Gifu Prefecture
下呂北,岐阜県,176,256,137.2531,35.7991,Gero Kita,Gifu Prefecture
中津川,岐阜県,180,265,137.4706,35.4571,Nakatsugawa,Gifu Prefecture
八百津,岐阜県,175,264,137.2464,35.4865,Yaotsu,Gifu Prefecture
古川,岐阜県,174,245,137.1983,36.2448,Furukawa,Gifu Prefecture
各務原,岐阜県,168,266,136.8764,35.4121,Kakamigahara,Gifu Prefecture
坂内,岐阜県,158,261,136.4134,35.6033,Sakauchi,Gifu Prefecture
大和,岐阜県,170,255,136.9621,35.8323,Yamato,Gifu Prefecture
春日,岐阜県,159,266,136.4347,35.4179,Kasuga,Gifu Prefecture
朝日北,岐阜県,177,249,137.3438,36.094,Asahi Kita,Gifu Prefecture
朝日南,岐阜県,178,251,137.3906,36.0216,Asahi South,Gifu Prefecture
東白川,岐阜県,177,260,137.3187,35.6401,Higashishirakawa,Gifu Prefecture
板取,岐阜県,166,258,136.7847,35.7235,Itatori,Gifu Prefecture
根尾,岐阜県,163,260,136.6134,35.6325,Neo,Gifu Prefecture
白川,岐阜県,168,245,136.8979,36.2743,Shirakawa,Gifu Prefecture
神岡,岐阜県,178,242,137.3716,36.3779,Kamioka,Gifu Prefecture
美並,岐阜県,170,259,136.9618,35.6665,Minami,Gifu Prefecture
