むつみ,山口県,61,288,131.6329,34.4837,Mutsumi,Yamaguchi Prefecture
上関,山口県,71,305,132.104,33.826,Kaminoseki,Yamaguchi Prefecture
周東,山口県,70,300,132.0626,34.027,Shuto,Yamaguchi Prefecture
宇部,山口県,54,301,131.3012,33.9893,Ube,Yamaguchi Prefecture
岩国,山口県,71,296,132.126,34.1891,Iwakuni,Yamaguchi Prefecture
徳地,山口県,62,295,131.6859,34.2091,Tokuji,Yamaguchi Prefecture
徳山,山口県,65,301,131.8149,33.9725,Tokuyama,Yamaguchi Prefecture
東和,山口県,77,302,132.4046,33.9291,Towa,Yamaguchi Prefecture
田万川,山口県,62,285,131.6681,34.6257,Tamagawa,Yamaguchi Prefecture
美川,山口県,69,295,131.9943,34.1974,Mikawa,Yamaguchi Prefecture
美東,山口県,56,295,131.3597,34.2176,Mito,Yamaguchi Prefecture
美祢,山口県,51,298,131.1434,34.1111,Mine,Yamaguchi Prefecture
菊川,山口県,49,298,131.0506,34.1149,Kikukawa,Yamaguchi Prefecture
萩,山口県,56,291,131.3774,34.3979,Hagi,Yamaguchi Prefecture
豊浦,山口県,47,297,130.9323,34.1349,Toyoura,Yamaguchi Prefecture
長門,山口県,52,292,131.177,34.3408,Nagato,Yamaguchi Prefecture
防府,山口県,60,299,131.5618,34.0494,Hofu,Yamaguchi Prefecture
上斎原,岡山県,108,269,133.9263,35.2826,Kamisaibara,Okayama Prefecture
勝央,岡山県,112,274,134.1162,35.0732,Shoo,Okayama Prefecture
北房,岡山県,102,277,133.6205,34.9363,Hokubo,Okayama Prefecture
哲多,岡山県,97,278,133.4055,34.9103,Tetta,Okayama Prefecture
大原,岡山県,116,273,134.319,35.0999,Ohara,Okayama Prefecture
岡山,岡山県,105,281,133.789,34.7783,Okayama,Okayama Prefecture
建部,岡山県,106,279,133.8527,34.8684,Takebe,Okayama Prefecture
日生,岡山県,115,282,134.2744,34.7283,Nissei,Okayama Prefecture
湯原,岡山県,103,271,133.6765,35.1809,Yubara,Okayama Prefecture
瀬戸,岡山県,111,282,134.0702,34.7501,Seto,Okayama Prefecture
玉野,岡山県,107,288,133.8905,34.507,Tamano,Okayama Prefecture
真備,岡山県,103,285,133.6861,34.6429,Mabi,Okayama Prefecture
神郷,岡山県,95,275,133.3169,35.0493,Kamigo,Okayama Prefecture
美星,岡山県,100,284,133.5283,34.6756,Bisei,Okayama Prefecture
仁多,島根県,91,270,133.0856,35.2235,Nita,Shimane Prefecture
伯太,島根県,94,269,133.2604,35.2963,Hakata,Shimane Prefecture
佐田,島根県,83,270,132.7223,35.2243,Sata,Shimane Prefecture
六日市,島根県,66,291,131.8925,34.3904,Muikaichi,Shimane Prefecture
加茂,島根県,87,267,132.8989,35.3422,Kamo,Shimane Prefecture
匹見,島根県,69,286,132.0122,34.5725,Hikimi,Shimane Prefecture
吉田,島根県,86,272,132.8558,35.1634,Yoshida,Shimane Prefecture
平田,島根県,85,265,132.8008,35.4259,Hirata,Shimane Prefecture
江津,島根県,75,276,132.3069,35.0087,Gotsu,Shimane Prefecture
石見,島根県,77,279,132.4208,34.8801,Iwami,Shimane Prefecture
美保関,島根県,95,262,133.3004,35.5579,Mihonoseki,Shimane Prefecture
美都,島根県,69,283,132.0402,34.694,Mito,Shimane Prefecture
羽須美,島根県,82,279,132.6396,34.8697,Hasumi,Shimane Prefecture
邑智,島根県,79,274,132.5308,35.0918,Ochi,Shimane Prefecture
金城,島根県,73,279,132.2026,34.8839,Kinjo,Shimane Prefecture
鹿島,島根県,89,263,133.0226,35.5232,Kashima,Shimane Prefecture
三原,広島県,90,291,133.0236,34.3736,Mihara,Hiroshima
佐伯,広島県,72,291,132.1611,34.3935,Saiki,Hiroshima
倉橋,広島県,79,297,132.5053,34.1161,Kurahashi,Hiroshima
口和,広島県,87,278,132.9123,34.9137,Kuchiwa,Hiroshima
吉田,広島県,82,284,132.6689,34.6629,Yoshida,Hiroshima
吉舎,広島県,88,283,132.9524,34.7016,Kisa,Hiroshima
